[0.13501016 0.12577773 0.12031404]
[0.20577961 0.14728955 0.09800458]
         3511931 function calls (3446126 primitive calls) in 8.431 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:563(get_configdir)
        2    0.000    0.000    0.000    0.000 _base.py:1240(_gen_axes_patch)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       54    0.000    0.000    0.000    0.000 PngImagePlugin.py:207(crc)
        2    0.000    0.000    0.000    0.000 deprecation.py:62(_decorate_class)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
       38    0.000    0.000    0.000    0.000 rcsetup.py:759(<genexpr>)
      586    0.000    0.000    0.000    0.000 cbook.py:1860(_str_equal)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2403(kurtosis)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encode.py:1(<module>)
       11    0.000    0.000    0.000    0.000 fromnumeric.py:3011(max)
        6    0.000    0.000    0.000    0.000 __init__.py:678(children)
        1    0.000    0.000    0.000    0.000 _shape_base_impl.py:1(<module>)
      208    0.000    0.000    0.000    0.000 inspect.py:323(isdatadescriptor)
        2    0.000    0.000    0.000    0.000 doccer.py:292(unindent_dict)
       24    0.000    0.000    0.000    0.000 base.py:5446(_can_hold_identifiers_and_holds_name)
      157    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
      126    0.000    0.000    0.000    0.000 text.py:1259(set_verticalalignment)
      512    0.000    0.000    0.000    0.000 transforms.py:109(__init__)
       24    0.000    0.000    0.000    0.000 core.py:619(filled)
        7    0.000    0.000    0.000    0.000 core.py:1654(__radd__)
       34    0.000    0.000    0.000    0.000 patches.py:377(set_edgecolor)
        1    0.000    0.000    0.000    0.000 scale.py:748(_get_scale_docs)
      277    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
        6    0.000    0.000    0.000    0.000 transforms.py:366(bounds)
        3    0.000    0.000    0.000    0.000 constants.py:1(<module>)
       97    0.000    0.000    0.000    0.000 take.py:265(_get_take_nd_function)
       15    0.000    0.000    0.000    0.000 pathlib.py:628(with_name)
      656    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
       80    0.000    0.000    0.000    0.000 backend_bases.py:1182(__init__)
        1    0.000    0.000    0.000    0.000 _theil_sen.py:1(<module>)
       55    0.000    0.000    0.000    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.000    0.000 _huber.py:1(<module>)
        6    0.000    0.000    0.000    0.000 axis.py:1878(set_label_text)
       10    0.000    0.000    0.000    0.000 core.py:3856(filled)
        1    0.000    0.000    0.000    0.000 estimator.py:26(_get_css_style)
       85    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        8    0.000    0.000    0.000    0.000 _multiufuncs.py:25(__init__)
      565    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
      758    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
      156    0.000    0.000    0.000    0.000 _config.py:63(set_config)
        8    0.000    0.000    0.000    0.000 collections.py:821(set_edgecolor)
       33    0.000    0.000    0.000    0.000 docstrings.py:8(make_flex_doc)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
        1    0.000    0.000    0.000    0.000 _tnc.py:1(<module>)
      123    0.000    0.000    0.000    0.000 expr.py:200(<genexpr>)
       12    0.000    0.000    0.000    0.000 _base.py:1019(get_xaxis_text2_transform)
       70    0.000    0.000    0.000    0.000 Image.py:678(_new)
       58    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
      676    0.000    0.000    0.000    0.000 inspect.py:299(ismethod)
       12    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:357(contains)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3317(_moment_standardized_normalize)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base.py:3024(union)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
     12/2    0.000    0.000    0.000    0.000 core.py:1747(makeOptionalList)
        8    0.000    0.000    0.000    0.000 core.py:1748(mask_or)
     1030    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 doccer.py:311(unindent_string)
       19    0.000    0.000    0.000    0.000 __init__.py:482(cycler)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mixins.py:94(NDArrayBackedExtensionArray)
       11    0.000    0.000    0.000    0.000 core.py:1911(__call__)
     1982    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       24    0.000    0.000    0.000    0.000 axis.py:1946(_set_formatter)
        1    0.000    0.000    0.000    0.000 _dict_vectorizer.py:1(<module>)
       66    0.000    0.000    0.000    0.000 _axis_nan_policy.py:347(_axis_nan_policy_factory)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backports.py:60(LooseVersion)
        4    0.000    0.000    0.000    0.000 utils.py:441(check_array_indexer)
        1    0.000    0.000    0.000    0.000 _truncated_svd.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:199(split)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
       10    0.000    0.000    0.000    0.000 colorizer.py:226(_set_cmap)
       96    0.000    0.000    0.000    0.000 pydoc.py:98(_findclass)
     1991    0.000    0.000    0.000    0.000 typing.py:774(<genexpr>)
        1    0.000    0.000    0.000    0.000 _crosstab.py:1(<module>)
       10    0.000    0.000    0.000    0.000 collections.py:802(_set_edgecolor)
       28    0.000    0.000    0.000    0.000 patches.py:792(_convert_units)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:51(__init__)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
        2    0.000    0.000    0.000    0.000 common.py:1223(_is_binary_mode)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
        2    0.000    0.000    0.000    0.000 base.py:6252(get_indexer_for)
      124    0.000    0.000    0.000    0.000 blocks.py:246(make_block_same_class)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
      130    0.000    0.000    0.000    0.000 text.py:1010(set_horizontalalignment)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       20    0.000    0.000    0.000    0.000 core.py:1463(getmaskarray)
        3    0.000    0.000    0.000    0.000 queues.py:1(<module>)
      148    0.000    0.000    0.000    0.000 lines.py:89(_scale_dashes)
       41    0.000    0.000    0.000    0.000 common.py:142(is_object_dtype)
        2    0.000    0.000    0.000    0.000 pool.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:655(_setResultsName)
      106    0.000    0.000    0.000    0.000 _base.py:605(_axis_map)
      818    0.000    0.000    0.000    0.000 ast.py:257(iter_fields)
        1    0.000    0.000    0.000    0.000 _polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 period.py:82(PeriodIndex)
        2    0.000    0.000    0.000    0.000 _info.py:1(<module>)
      945    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:582(get_cachedir)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:1940(trim_zeros)
     1831    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 cbook.py:330(disconnect)
     1349    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
      367    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
       10    0.000    0.000    0.000    0.000 collections.py:765(_set_facecolor)
        1    0.000    0.000    0.000    0.000 _scimath_impl.py:1(<module>)
     1728    0.000    0.000    0.000    0.000 artist.py:292(axes)
       23    0.000    0.000    0.000    0.000 core.py:5928(__init__)
      135    0.000    0.000    0.000    0.000 core.py:2250(__eq__)
      281    0.000    0.000    0.000    0.000 inspect.py:2507(<lambda>)
        1    0.000    0.000    0.000    0.000 _linesearch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ni_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _classification_threshold.py:48(BaseThresholdClassifier)
        1    0.000    0.000    0.000    0.000 dtypes.py:987(PeriodDtype)
        1    0.000    0.000    0.000    0.000 arraylike.py:33(OpsMixin)
       24    0.000    0.000    0.000    0.000 transforms.py:1996(rotate_deg)
       78    0.000    0.000    0.000    0.000 core.py:4649(<genexpr>)
        1    0.000    0.000    0.000    0.000 _ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:86(ParserBase)
       10    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
       24    0.000    0.000    0.000    0.000 axis.py:2349(setter)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
       66    0.000    0.000    0.000    0.000 cbook.py:871(get_siblings)
        8    0.000    0.000    0.000    0.000 _array_api.py:170(device)
      479    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
      550    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:463(__init__)
       12    0.000    0.000    0.000    0.000 frame.py:686(_constructor_sliced_from_mgr)
      162    0.000    0.000    0.000    0.000 core.py:2717(__new__)
      296    0.000    0.000    0.000    0.000 generic.py:38(_check)
      364    0.000    0.000    0.000    0.000 _config.py:27(_get_threadlocal_config)
     1968    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
       40    0.000    0.000    0.000    0.000 patches.py:362(_set_edgecolor)
       38    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
       99    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
       27    0.000    0.000    0.000    0.000 generic.py:258(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8605(asanyarray)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2825(__init__)
       31    0.000    0.000    0.000    0.000 _array_api.py:471(xp_result_type)
        1    0.000    0.000    0.000    0.000 common.py:438(random_state)
        2    0.000    0.000    0.000    0.000 axes3d.py:354(set_box_aspect)
      556    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      217    0.000    0.000    0.000    0.000 _shape_base_impl.py:621(_column_stack_dispatcher)
       50    0.000    0.000    0.000    0.000 core.py:933(__init__)
       22    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
      439    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       12    0.000    0.000    0.000    0.000 axis.py:406(update_position)
       56    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.000    0.000 ExifTags.py:307(GPS)
        1    0.000    0.000    0.000    0.000 _interpolate.py:286(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2292(mpl_disconnect)
       19    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
        4    0.000    0.000    0.000    0.000 typing.py:2941(TypedDict)
       36    0.000    0.000    0.000    0.000 __init__.py:1510(_getints)
        8    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2394(variance)
       46    0.000    0.000    0.000    0.000 colors.py:1194(__init__)
       33    0.000    0.000    0.000    0.000 __init__.py:678(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:3228(clear)
       13    0.000    0.000    0.000    0.000 textwrap.py:470(indent)
       98    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 base.py:323(Index)
      437    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        1    0.000    0.000    0.000    0.000 _qmc.py:802(QMCEngine)
        1    0.000    0.000    0.000    0.000 lgmres.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1199(home)
      180    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
       67    0.000    0.000    0.000    0.000 _param_validation.py:589(__init__)
        2    0.000    0.000    0.000    0.000 _version.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:1(<module>)
       13    0.000    0.000    0.000    0.000 enum.py:1551(__or__)
     1214    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
     2542    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        1    0.000    0.000    0.000    0.000 dviread.py:202(Dvi)
        1    0.000    0.000    0.000    0.000 categorical.py:249(Categorical)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3411(__init__)
        1    0.000    0.000    0.000    0.000 _search.py:440(BaseSearchCV)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
      133    0.000    0.000    0.000    0.000 expr.py:189(<genexpr>)
        1    0.000    0.000    0.000    0.000 pydoc.py:489(Doc)
        1    0.000    0.000    0.000    0.000 pathlib.py:80(_make_selector)
      186    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
       52    0.000    0.000    0.000    0.000 axis.py:1800(convert_units)
